unnamed;company;typename;inches;screen_resolution;cpu;ram;memory;gpu;opsys;weight; price ;px_width;px_height;clock_speed;cpu_brand;gpu_brand;ssd_capacity;hdd_capacity;ssd_count;hdd_count;flash_storage;cpu_details;ips_panel;touch_screen;resolution;ppi_whole;resolution (1);name;aspect_ratio;quality_rank
1106;MSI;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows;2.90; $80516.2. ;1920;1080;2.6;Intel;Nvidia;128;1024;1;1;0;Core i7 6700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1107;Lenovo;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows;2.10; $46193.76. ;1920;1080;2.3;Intel;Intel;256;0;1;1;0;Core i5 6200U;1;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1108;HP;Notebook;15.6;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4;1TB HDD;AMD Radeon R4;Windows;2.10; $21205.44. ;1920;1080;2.5;AMD;AMD;0;1024;0;1;0;A6-Series 9220;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1109;Asus;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows;2.59; $71341.92. ;1920;1080;2.6;Intel;Nvidia;128;1024;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1110;HP;Notebook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y54 1.1GHz;8;256GB SSD;Intel HD Graphics 515;Windows;1.16; $90522.72. ;3200;1800;1.1;Intel;Intel;256;0;1;1;0;Core M 6Y54;0;1;3200 x 1800;276;3200 x 1800;QHD+ (Quad HD Plus);16:09;High
1111;Dell;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;AMD Radeon R5 M315;Windows;2.24; $40980.31. ;1366;768;2.3;Intel;AMD;0;512;0;1;0;Core i5 6200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1112;Lenovo;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;Intel HD Graphics 520;Windows;2.10; $22857.12. ;1366;768;2.0;Intel;Intel;128;0;1;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1113;HP;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows;1.16; $104908.32. ;1920;1080;2.5;Intel;Intel;512;0;1;1;0;Core i7 6500U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
1114;Lenovo;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Android;0.69; $29250.72. ;1920;1200;1.4;Intel;Intel;0;0;0;1;64;Atom x5-Z8550;1;1;1920 x 1200;224;1920 x 1200;WUXGA;16:10;Mid
1115;Dell;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7560U 2.4GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows;1.23; $73473.12. ;1920;1080;2.4;Intel;Intel;256;0;1;1;0;Core i7 7560U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
1116;Lenovo;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;256GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows;4.60; $146519.47. ;1920;1080;2.7;Intel;Nvidia;256;1024;1;1;0;Core i7 6820HK;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1117;Razer;Ultrabook;12.5;Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.25; $54825.12. ;3840;2160;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;0;1;3840 x 2160;352;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
1118;Toshiba;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows;1.05; $118601.28. ;1920;1080;2.7;Intel;Intel;512;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
1119;Asus;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows;3.52; $69929.47. ;1920;1080;2.6;Intel;Nvidia;128;1024;1;1;0;Core i7 6700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1120;Vero;Notebook;13.3;Full HD 1920x1080;Intel Atom X5-Z8350 1.44GHz;4;32GB Flash Storage;Intel HD Graphics 400;Windows;1.35; $10442.88. ;1920;1080;1.4;Intel;Intel;0;0;0;1;32;Atom X5-Z8350;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
1121;HP;Notebook;13.3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.16; $90043.2. ;1920;1080;2.3;Intel;Intel;256;0;1;1;0;Core i5 6200U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
1122;HP;Notebook;14.0;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.43; $80612.64. ;1920;1080;2.3;Intel;Intel;256;0;1;1;0;Core i5 6200U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1123;Dell;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Linux;2.09; $27899.01. ;1366;768;2.3;Intel;Intel;0;512;0;1;0;Core i5 6200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1124;Asus;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows;2.00; $23176.8. ;1366;768;2.4;Intel;Intel;0;1024;0;1;0;Core i3 7100U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1125;Lenovo;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.80; $88924.32. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;1;1;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1126;Lenovo;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows;0.69; $25521.12. ;1920;1200;1.4;Intel;Intel;0;0;0;1;64;Atom x5-Z8550;1;1;1920 x 1200;224;1920 x 1200;WUXGA;16:10;Mid
1127;HP;Ultrabook;12.5;1366x768;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.26; $100965.6. ;1366;768;2.4;Intel;Intel;256;0;1;1;0;Core i5 6300U;0;0;1366 x 768;125;1366 x 768;HD Ready;16:09;Lower
1128;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.40; $52693.92. ;1920;1080;2.5;Intel;Nvidia;128;1024;1;1;0;Core i5 7300HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1129;HP;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows;3.35; $60153.12. ;1920;1080;2.3;Intel;Nvidia;128;1024;1;1;0;Core i5 6300HQ;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1130;HP;Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;8;2TB HDD;Intel HD Graphics 620;Windows;2.04; $33513.12. ;1366;768;2.7;Intel;Intel;0;2048;0;1;0;Core i7 7500U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1131;Lenovo;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6600U 2.6GHz;8;512GB SSD;Nvidia Quadro M500M;Windows;1.80; $109244.25. ;1920;1080;2.6;Intel;Nvidia;512;0;1;1;0;Core i7 6600U;1;1;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1132;Asus;Notebook;14.0;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows;1.50; $14811.84. ;1366;768;1.1;Intel;Intel;0;0;0;1;32;Celeron Dual Core N3350;0;0;1366 x 768;112;1366 x 768;HD Ready;16:09;Lower
1133;HP;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.84; $40066.56. ;1920;1080;2.7;Intel;Intel;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1134;Acer;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 940MX;Windows;2.23; $32820.48. ;1920;1080;2.5;Intel;Nvidia;0;1024;0;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1135;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;1.0TB Hybrid;AMD Radeon R7 M360;Windows;2.50; $58554.72. ;1920;1080;2.5;Intel;AMD;0;1024;0;1;0;Core i7 6500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1136;HP;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M3000M;Windows;3.00; $210424.03. ;1920;1080;2.6;Intel;Nvidia;256;0;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1137;Dell;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows;2.50; $41771.52. ;1366;768;2.5;Intel;AMD;0;1024;0;1;0;Core i5 7200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1138;MSI;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows;3.78; $127818.72. ;1920;1080;2.7;Intel;Nvidia;256;1024;1;1;0;Core i7 6820HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1139;HP;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.88; $115709.24. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1140;Lenovo;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows;2.80; $130003.2. ;2560;1440;2.6;Intel;Intel;512;0;1;1;0;Core i7 6600U;1;1;2560 x 1440;210;2560 x 1440;WQHD (Wide Quad HD);16:09;High
1141;MSI;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows;2.40; $60888.38. ;1920;1080;2.8;Intel;Nvidia;128;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1142;HP;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.48; $86793.12. ;1920;1080;2.4;Intel;Intel;256;0;1;1;0;Core i5 6300U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
1143;HP;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows;2.59; $118761.12. ;1920;1080;2.6;Intel;Nvidia;256;0;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1144;HP;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.48; $95850.72. ;2560;1440;2.6;Intel;Intel;256;0;1;1;0;Core i7 6600U;0;1;2560 x 1440;221;2560 x 1440;WQHD (Wide Quad HD);16:09;High
1145;HP;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows;2.00; $101178.72. ;1920;1080;2.6;Intel;Nvidia;256;0;1;1;0;Core i7 6700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1146;HP;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 6500U 2.50GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.26; $122381.5. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;0;0;1920 x 1080;176;1920 x 1080;Full HD (1080p);16:09;Mid
1147;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows;2.18; $53807.47. ;1920;1080;2.7;Intel;Nvidia;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1148;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.88; $84129.12. ;1920;1080;2.3;Intel;Intel;256;0;1;1;0;Core i5 6200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1149;Lenovo;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.27; $124621.92. ;2560;1440;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;1;1;2560 x 1440;210;2560 x 1440;WQHD (Wide Quad HD);16:09;High
1150;Lenovo;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;No OS;1.90; $18061.92. ;1366;768;2.0;Intel;Intel;0;1024;0;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1151;HP;Notebook;15.6;1366x768;AMD E-Series 7110 1.8GHz;4;500GB HDD;AMD Radeon R2 Graphics;Windows;1.86; $15824.16. ;1366;768;1.8;AMD;AMD;0;512;0;1;0;E-Series 7110;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1152;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;1TB HDD;AMD Radeon R5 M330;No OS;2.32; $31914.72. ;1920;1080;2.3;Intel;AMD;0;1024;0;1;0;Core i5 6200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1153;Dell;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows;2.62; $63882.72. ;1920;1080;2.8;Intel;Nvidia;0;1024;0;1;0;Core i7 7700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1154;Dell;Notebook;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i5 6300HQ 2.3GHz;8;256GB SSD;Nvidia GeForce 960M;Windows;2.04; $119916.23. ;3840;2160;2.3;Intel;Nvidia;256;0;1;1;0;Core i5 6300HQ;1;1;3840 x 2160;282;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
1155;HP;Notebook;15.6;Full HD 1920x1080;AMD A6-Series A6-9220 2.5GHz;4;256GB SSD;AMD Radeon 520;Windows;1.91; $25515.26. ;1920;1080;2.5;AMD;AMD;256;0;1;1;0;A6-Series A6-9220;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1156;MSI;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows;2.70; $79536.38. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
1157;Lenovo;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12;512GB SSD;Intel HD Graphics 520;Windows;1.40; $122490.72. ;1920;1080;2.6;Intel;Intel;512;0;1;1;0;Core i7 6600U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1158;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;1.0TB Hybrid;AMD Radeon R5 M330;Windows;2.50; $42010.75. ;1920;1080;2.3;Intel;AMD;0;1024;0;1;0;Core i5 6200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1159;HP;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8;512GB SSD;Intel HD Graphics 520;Windows;1.48; $108744.48. ;2560;1440;2.6;Intel;Intel;512;0;1;1;0;Core i7 6600U;0;1;2560 x 1440;221;2560 x 1440;WQHD (Wide Quad HD);16:09;High
1160;Lenovo;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.70; $79866.72. ;1920;1080;2.6;Intel;Intel;256;0;1;1;0;Core i7 6600U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1161;MSI;Gaming;14.0;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows;1.70; $94252.32. ;1920;1080;2.6;Intel;Nvidia;256;1024;1;1;0;Core i7 6700HQ;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1162;HP;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows;2.62; $47898.72. ;1920;1080;2.8;Intel;Nvidia;0;1024;0;1;0;Core i7 7700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1163;Lenovo;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;8;1TB HDD;Intel HD Graphics 520;Windows;2.20; $24455.52. ;1366;768;2.0;Intel;Intel;0;1024;0;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1164;HP;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.10; $25414.03. ;1366;768;2.3;Intel;Intel;0;512;0;1;0;Core i5 6200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1165;Dell;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows;2.62; $79813.44. ;3840;2160;2.8;Intel;Nvidia;128;1024;1;1;0;Core i7 7700HQ;0;0;3840 x 2160;282;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
1166;Lenovo;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.95; $74059.2. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1167;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Nvidia GeForce 920MX ;Windows;2.20; $24935.04. ;1920;1080;2.0;Intel;Nvidia;0;1024;0;1;0;Core i3 6006U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1168;HP;Notebook;14.0;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32GB Flash Storage;Intel HD Graphics 400;Windows;1.44; $13266.72. ;1366;768;1.6;Intel;Intel;0;0;0;1;32;Celeron Dual Core N3060;0;0;1366 x 768;112;1366 x 768;HD Ready;16:09;Lower
1169;MSI;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows;2.20; $44701.92. ;1920;1080;2.7;Intel;Nvidia;0;1024;0;1;0;Core i7 7500U;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1170;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.96; $36177.12. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i7 6500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1171;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows;2.10; $61751.52. ;1920;1080;1.8;Intel;Intel;512;0;1;1;0;Core i7 8550U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1172;Asus;Notebook;15.6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows;2.20; $19660.32. ;1366;768;1.6;Intel;Intel;0;512;0;1;0;Celeron Dual Core N3050;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1173;Lenovo;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.10; $21205.44. ;1366;768;2.3;Intel;Intel;0;512;0;1;0;Core i5 6200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1174;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2.20; $37775.52. ;1920;1080;2.7;Intel;Nvidia;0;1024;0;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1175;Asus;Notebook;14.0;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows;2.00; $40972.32. ;1920;1080;2.4;Intel;Intel;256;0;1;1;0;Core i3 7100U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
1176;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;4;1.0TB Hybrid;Intel HD Graphics 520;Windows;2.32; $43956.. ;1920;1080;2.5;Intel;Intel;0;1024;0;1;0;Core i7 6500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1177;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD;Nvidia GeForce GTX 960;Windows;3.31; $69530.4. ;1920;1080;2.6;Intel;Nvidia;512;0;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1178;MSI;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows;1.91; $114731.55. ;1920;1080;2.6;Intel;Nvidia;128;1024;1;1;0;Core i7 6700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1179;HP;Notebook;15.6;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows;2.07; $34632.. ;1366;768;2.3;Intel;Intel;0;512;0;1;0;Core i3 6100U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1180;Lenovo;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.36; $87219.36. ;2560;1440;2.3;Intel;Intel;256;0;1;1;0;Core i5 6200U;1;1;2560 x 1440;210;2560 x 1440;WQHD (Wide Quad HD);16:09;High
1181;Lenovo;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256GB SSD;Nvidia GeForce 920M;Windows;1.54; $44275.68. ;1920;1080;2.7;Intel;Nvidia;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1182;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce GT 940MX;Linux;1.98; $47686.13. ;1920;1080;2.7;Intel;Nvidia;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1183;Acer;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4;500GB HDD;Intel HD Graphics 500;Windows;2.10; $17742.24. ;1366;768;2.0;Intel;Intel;0;512;0;1;0;Celeron Dual Core N3350;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
1184;HP;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;6;1TB HDD;Nvidia GeForce GTX 960M;Windows;2.18; $42570.72. ;1920;1080;2.6;Intel;Nvidia;0;1024;0;1;0;Core i7 6700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1185;Asus;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows;2591.00; $48431.52. ;1920;1080;2.6;Intel;Nvidia;256;1024;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1186;Dell;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows;2.09; $62817.12. ;1920;1080;2.7;Intel;Intel;512;0;1;1;0;Core i7 7500U;0;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1187;Acer;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Nvidia GeForce 940MX;Windows;2.23; $36816.48. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
1188;Dell;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Linux;1.23; $58554.72. ;3200;1800;2.4;Intel;Intel;256;0;1;1;0;Core i5 6300U;0;1;3200 x 1800;276;3200 x 1800;QHD+ (Quad HD Plus);16:09;High
